Locality,Latitude,Longitude,Unit,Plane Type,strike,dip,altitude (m)
5-16-19-10,32.873375,104.177778,Fault,Fault,128,68,2466.655849
5-16-19-10,32.873396,104.177821,Fault,Fault,108,59,2469.667812
5-16-19-10,32.87333,104.177842,Fault,Fault,105,78,2505.257656
5-16-19-10,32.873353,104.177736,D,Bedding,348,37,2471.144619
5-16-19-10,32.865377,104.176761,D,Bedding,357,88,2327.866543
5-16-19-10,32.86536,104.176641,D,Bedding,173,89,2337.416418
5-16-19-10,32.865358,104.176714,D,Bedding,356,88,2337.485191
5-16-19-11,32.888952,104.173365,D,Bedding,151,75,2577.875278
5-16-19-11,32.888941,104.17337,D,Bedding,154,69,2579.873032
5-16-19-11,32.888866,104.173463,Fault,Fault,145,70,2568.007074
5-16-19-11,32.888862,104.173438,D,Bedding,178,61,2565.346677
5-16-19-11,32.888394,104.175071,D,Bedding,167,82,2543.605074
5-16-19-11,32.888394,104.175071,D,Bedding,172,84,2543.605074
5-16-19-11,32.888384,104.175091,D,Bedding,160,86,2558.963955
5-16-19-11,32.886016,104.174304,D,Bedding,134,78,2373.958584
5-16-19-12,32.89651,104.186507,D,Bedding,311,45,2646.065762
5-16-19-12,32.895514,104.184066,D,Bedding,322,37,2638.676601
5-16-19-12,32.891588,104.180725,D,Bedding,268,51,2611.810146
5-16-19-12,32.891538,104.180627,D,Bedding,233,53,2608.311123
5-16-19-12,32.892166,104.181926,D,Bedding,177,75,2625.808926
5-16-19-12,32.892135,104.181919,Fault,Fault,156,69,2630.186367
5-16-19-12,32.892173,104.181915,Fault,Fault,175,88,2625.98373
5-16-19-12,32.892214,104.18195,Fault,Fault,181,73,2629.471035
5-16-19-12,32.892228,104.181971,Fault,Fault,181,65,2627.602321
5-16-19-12,32.892252,104.181993,Fault,Fault,193,78,2626.409512
5-16-19-12,32.892252,104.181993,Fault,Fault,182,65,2626.409512
5-16-19-12,32.892291,104.182032,Fault,Fault,206,65,2625.260176
5-16-19-12,32.892288,104.182007,Fault,Fault,156,86,2625.373349
5-16-19-12,32.892295,104.181993,Fault,Fault,197,60,2625.950686
5-16-19-12,32.892295,104.181993,Fault,Fault,191,69,2625.950686
5-16-19-12,32.8923,104.182011,Fault,Fault,158,67,2623.697305
5-16-19-12,32.8923,104.182011,Fault,Fault,164,70,2623.697305
5-16-19-12,32.8923,104.182011,Fault,Fault,160,80,2623.697305
5-16-19-12,32.892269,104.181915,D,Bedding,188,82,2625.02288
5-16-19-12,32.892238,104.181975,D,Bedding,196,77,2623.800828
5-16-19-12,32.892322,104.182081,D,Bedding,329,42,2620.987372
5-16-19-12,32.892302,104.182062,D,Bedding,314,42,2622.07626
5-16-19-13,33.070541,104.189802,Fault,Fault,357,81,1603.190583
5-16-19-13,33.070541,104.189802,Fault,Fault,330,83,1603.190583
5-16-19-13,33.070533,104.189789,Fault,Fault,1,59,1603.147523
5-16-19-13,33.070513,104.189775,Fault,Fault,329,88,1603.705249
5-16-19-13,33.07053,104.189785,Fault,Fault,153,86,1603.791557
5-16-19-13,33.070528,104.189814,Fault,Fault,335,89,1601.407524
5-16-19-13,33.070534,104.189793,Fault,Fault,324,84,1603.571098
5-16-19-13,33.070608,104.189747,Fault,Fault,339,77,1606.113091
5-16-19-13,33.070635,104.189777,Fault,Fault,325,80,1607.2752
5-16-19-13,33.070507,104.189728,Fault,Fault,336,75,1595.889392
5-16-19-13,33.070509,104.189729,Fault,Fault,335,78,1595.700116
5-16-19-13,33.070494,104.189735,Fault,Fault,339,79,1597.774712
5-16-19-13,33.070512,104.189678,Fault,Fault,346,56,1597.935356
5-16-19-13,33.070513,104.189675,Fault,Fault,346,68,1600.270317
5-16-19-13,33.070513,104.189675,Fault,Fault,351,56,1600.270317
5-16-19-13,33.070562,104.189642,Fault,Fault,355,75,1605.860161
5-16-19-13,33.070612,104.189608,Fault,Fault,356,76,1603.168266
5-16-19-13,33.070605,104.189629,Fault,Fault,321,71,1599.272758
5-16-19-13,33.070639,104.189612,P,Bedding,356,76,1601.795464
5-16-19-13,33.070646,104.189595,P,Bedding,133,38,1598.958794
5-16-19-13,33.075627,104.195684,P,Bedding,134,86,1592.312309
5-16-19-14,33.08485,104.162279,Fault,Fault,124,65,1715.22393
5-16-19-14,33.084817,104.16222,Fault,Fault,122,77,1739.976372
5-16-19-14,33.084705,104.16212,Fault,Fault,130,82,1771.34771
5-16-19-14,33.084541,104.162088,C,Bedding,309,76,1718.666313
5-16-19-14,33.08477,104.162294,C,Bedding,317,72,1712.689507
5-16-19-14,33.082181,104.176553,P,Bedding,225,33,1652.506645
5-16-19-14,33.082121,104.176544,P,Bedding,236,14,1648.457085
5-16-19-15,33.097116,104.123487,D,Bedding,147,50,1856.495415
5-16-19-15,33.097095,104.123562,D,Bedding,142,43,1853.468803
5-16-19-15,33.087636,104.133317,D,Bedding,153,49,1772.551079
5-16-19-15,33.087639,104.133314,D,Bedding,164,43,1774.316704
5-16-19-15,33.087681,104.13335,D,Bedding,150,49,1767.52935
5-17-19-1,32.952558,104.680842,D,Bedding,309,89,1063.800983
5-17-19-1,32.959937,104.677139,Fault,Fault,102,77,1057.695026
5-17-19-1,32.959957,104.677195,Fault,Fault,112,74,1060.247883
5-17-19-1,32.95995,104.677025,Fault,Fault,119,78,1058.665325
5-17-19-1,32.95995,104.677025,Fault,Fault,118,72,1058.665325
5-17-19-1,32.959922,104.677021,Fault,Fault,115,89,1059.222318
5-17-19-1,32.959937,104.677015,Fault,Fault,288,83,1059.137653
5-17-19-1,32.959929,104.67702,Fault,Fault,129,76,1060.892536
5-17-19-1,32.959943,104.677033,Fault,Fault,114,86,1060.276814
5-17-19-1,32.959947,104.677106,Fault,Fault,114,64,1055.265461
5-17-19-1,32.959948,104.677114,Fault,Fault,98,56,1060.250202
5-17-19-1,32.959987,104.677141,Fault,Fault,112,53,1063.665974
5-17-19-1,32.959987,104.677141,Fault,Fault,98,53,1063.665974
5-17-19-1,32.959729,104.677236,Fault,Fault,116,67,1065.241779
5-17-19-1,32.959729,104.677236,Fault,Fault,111,63,1065.241779
5-17-19-1,32.959777,104.677398,Fault,Fault,112,80,1068.987019
5-17-19-1,32.959998,104.677572,Fault,Fault,81,61,1063.950275
5-17-19-1,32.960093,104.677446,Fault,Fault,77,60,1056.361652
5-17-19-1,32.959864,104.677343,Fault,Fault,115,76,1067.836055
5-17-19-1,32.959864,104.677343,Fault,Fault,103,58,1067.836055
5-17-19-1,32.959867,104.677336,Fault,Fault,86,69,1068.469137
5-17-19-1,32.959867,104.677336,Fault,Fault,82,67,1068.469137
5-17-19-1,32.960003,104.677346,Fault,Fault,106,72,1065.949421
5-17-19-1,32.960075,104.677376,Fault,Fault,94,72,1057.979694
5-17-19-1,32.960117,104.677389,Fault,Fault,98,67,1060.336384
5-17-19-1,32.959923,104.677281,D,Bedding,106,64,1058.835527
5-17-19-1,32.959947,104.677283,D,Bedding,106,61,1058.927559
5-17-19-2,32.96401,104.677385,Cam,Foliation,109,87,1117.289997
5-17-19-2,32.963793,104.677294,Cam,Foliation,286,71,1106.80489
5-17-19-2,32.963828,104.677303,Cam,Foliation,293,84,1106.233356
5-17-19-3,32.965489,104.679062,Cam,Bedding,112,65,1104.511677
5-17-19-3,32.965472,104.679103,Cam,Bedding,110,61,1127.285969
5-17-19-3,32.96546,104.678744,Cam,Foliation,96,61,1113.881428
5-17-19-3,32.965558,104.678718,Cam,Foliation,97,74,1117.831623
5-17-19-4,32.968973,104.681841,Cam,Foliation,81,68,1152.347736
5-17-19-4,32.968991,104.681879,Cam,Foliation,89,65,1152.943928
5-17-19-5,32.982502,104.687116,Cam,Foliation,120,81,1368.431477
5-17-19-5,32.982502,104.687116,Cam,Foliation,133,69,1368.431477
5-17-19-5,32.980585,104.686011,Fault,Fault,80,62,1286.846638
5-17-19-5,32.980569,104.685937,Fault,Fault,85,62,1287.153889
5-17-19-5,32.980574,104.685947,Fault,Fault,82,61,1282.543049
5-17-19-5,32.980564,104.685919,Fault,Fault,357,81,1287.144367
5-17-19-5,32.980528,104.685926,Cam,Foliation,127,70,1287.166096
5-17-19-5,32.980548,104.685898,Cam,Foliation,118,64,1286.829914
5-17-19-5,32.98059,104.685903,Cam,Foliation,96,55,1252.726643
5-17-19-6,32.986073,104.69281,Cam,Foliation,139,78,1455.451374
5-17-19-6,32.986103,104.69281,Fault,Fault,60,56,1452.849445
5-17-19-6,32.986103,104.69281,Fault,Fault,52,57,1452.849445
5-17-19-6,32.986122,104.692804,Cam,Foliation,302,87,1453.52718
5-17-19-6,32.986133,104.692797,Cam,Foliation,140,88,1452.447224
5-17-19-7,32.998858,104.696815,Fault,Fault,276,68,1556.196247
5-17-19-7,32.999438,104.696935,Fault,Fault,281,89,1728.45406
5-17-19-7,32.999513,104.696995,Fault,Fault,107,89,1645.688679
5-17-19-7,32.999531,104.696584,Cam,Bedding,269,89,1703.526814
5-17-19-7,32.999518,104.696486,Cam,Bedding,276,82,1698.665974
5-17-19-8,33.001995,104.699932,Fault,Fault,82,86,1698.015617
5-17-19-9,32.933568,104.697158,D,Bedding,153,64,924.92163
5-17-19-9,32.93357,104.697178,D,Bedding,134,87,924.678425
5-17-19-10,32.933605,104.717282,Fault,Fault,129,57,902.149994
5-17-19-10,32.933593,104.717278,Fault,Fault,82,50,901.619945
5-17-19-10,32.933593,104.717278,Fault,Fault,123,42,901.619945
5-17-19-10,32.933603,104.717287,Fault,Fault,131,54,901.713557
5-17-19-10,32.933597,104.717327,Fault,Fault,112,66,902.445124
5-17-19-10,32.933594,104.717361,Fault,Fault,151,53,902.77821
5-17-19-10,32.933652,104.717329,Fault,Fault,126,55,905.983568
5-17-19-10,32.933652,104.717329,Fault,Fault,128,55,905.983568
5-17-19-10,32.933654,104.717323,Fault,Fault,127,54,906.512783
5-17-19-10,32.933685,104.717394,Fault,Fault,154,78,920.6329
5-17-19-10,32.933607,104.717157,Fault,Fault,160,61,915.318829
5-17-19-10,32.933607,104.717135,Fault,Fault,181,82,914.980312
5-17-19-10,32.933646,104.717173,Fault,Fault,153,88,911.753262
5-17-19-10,32.933635,104.717157,Fault,Fault,329,89,912.626064
5-17-19-10,32.933666,104.717127,Fault,Fault,322,89,912.973476
5-17-19-10,32.93366,104.717121,Fault,Fault,313,73,912.665737
5-17-19-10,32.93366,104.717121,Fault,Fault,313,86,912.665737
5-17-19-10,32.933704,104.717256,Fault,Fault,160,74,907.338467
5-17-19-10,32.933705,104.717204,Fault,Fault,145,81,909.825541
5-17-19-10,32.933715,104.717192,Fault,Fault,157,85,908.023281
5-17-19-10,32.933726,104.71718,Fault,Fault,161,78,908.511074
5-17-19-10,32.933722,104.717186,Fault,Fault,152,77,911.651943
5-17-19-10,32.933826,104.717121,Fault,Fault,76,58,918.330776
5-17-19-10,32.933829,104.717144,Fault,Fault,105,64,915.760952
5-17-19-10,32.933899,104.71714,Fault,Fault,110,61,910.728115
5-17-19-10,32.933903,104.717147,Fault,Fault,135,57,917.426601
5-17-19-10,32.933903,104.717147,Fault,Fault,138,60,917.426601
5-17-19-10,32.933731,104.717201,D,Bedding,111,80,893.079922
5-17-19-11,32.928975,104.724294,D,Bedding,97,89,898.200649
5-17-19-11,32.928964,104.724211,Fault,Fault,91,70,901.87875
5-17-19-11,32.929018,104.724346,Fault,Fault,64,79,908.308437
5-17-19-11,32.929069,104.724196,Fault,Fault,97,69,912.11166
5-17-19-11,32.929065,104.724157,Fault,Fault,104,72,912.847012
5-17-19-11,32.929074,104.724106,Fault,Fault,118,82,913.05563
5-17-19-11,32.929074,104.724106,Fault,Fault,114,77,913.05563
5-17-19-11,32.929084,104.724219,D,Bedding,98,78,909.670742
5-17-19-12,32.926665,104.72768,Fault,Fault,101,68,893.809902
5-17-19-12,32.926736,104.727701,Fault,Fault,82,58,908.006924
5-17-19-12,32.926622,104.727581,Fault,Fault,91,76,906.684658
5-17-19-12,32.926622,104.727581,Fault,Fault,92,84,906.684658
5-17-19-12,32.926583,104.727443,Fault,Fault,69,61,905.043789
5-17-19-12,32.926575,104.727423,Fault,Fault,72,62,905.707851
5-17-19-12,32.926568,104.727464,Fault,Fault,66,61,912.454922
5-17-19-12,32.926585,104.72742,Fault,Fault,72,55,917.940029
5-17-19-12,32.926635,104.727435,Fault,Fault,80,73,904.544277
5-17-19-13,32.915136,104.75185,Cam,Foliation,314,44,897.19772
5-17-19-13,32.915136,104.75185,Cam,Foliation,299,77,897.19772
5-17-19-13,32.915156,104.751842,Cam,Foliation,336,87,898.866055
5-17-19-14,32.900233,104.776282,Cam,Foliation,73,65,851.68832
5-17-19-14,32.900221,104.776313,Cam,Foliation,82,64,849.033535
5-17-19-15,32.870272,104.796498,Fault,Fault,271,89,867.747215
5-17-19-15,32.870272,104.796498,Fault,Fault,268,83,867.747215
5-17-19-15,32.870308,104.796492,S,Foliation,74,77,867.873436
5-17-19-15,32.870306,104.796493,S,Foliation,82,80,865.41494
5-17-19-15,32.8705,104.796492,Fault,Fault,31,64,869.76931
5-17-19-15,32.87098,104.79647,Fault,Fault,65,86,877.454565
5-17-19-15,32.870987,104.796443,Fault,Fault,23,80,878.823517
5-17-19-15,32.870974,104.796456,Fault,Fault,44,88,878.218751
5-17-19-15,32.870995,104.796427,Fault,Fault,258,76,879.218723
5-17-19-15,32.871069,104.796221,Fault,Fault,69,89,873.519188
5-17-19-15,32.871073,104.796162,Fault,Fault,43,81,867.237206
5-17-19-15,32.871372,104.796614,Fault,Fault,66,78,869.350411
5-17-19-15,32.871262,104.796497,S,Foliation,86,68,872.728416
5-17-19-15,32.871061,104.796428,Fault,Fault,266,73,874.701683
5-17-19-15,32.871043,104.796413,Fault,Fault,263,83,876.454857
5-17-19-15,32.871038,104.796378,Fault,Fault,265,67,875.551048
5-17-19-15,32.870995,104.796246,Fault,Fault,267,73,869.830223
5-17-19-15,32.87107,104.796367,Fault,Fault,57,73,873.551659
5-17-19-15,32.870691,104.79635,Fault,Fault,83,76,872.313011
5-17-19-15,32.870582,104.796437,Fault,Fault,51,64,871.476219
5-17-19-15,32.870558,104.796272,Fault,Fault,52,56,872.472069
5-17-19-15,32.875388,104.797774,Cam,Foliation,59,81,852.38662
5-17-19-15,32.875395,104.797802,Cam,Foliation,59,77,855.531639
5-17-19-15,32.884159,104.791332,Cam,Foliation,64,44,849.073387
5-17-19-15,32.88465,104.792747,Cam,Foliation,56,59,841.23452
5-17-19-15,32.884676,104.792724,Cam,Foliation,76,69,841.165184
5-17-19-15,32.884688,104.792831,Cam,Foliation,76,60,840.282803
5-17-19-16,32.850261,104.750532,S,Foliation,34,27,1315.713646
5-17-19-16,32.84997,104.750125,S,Foliation,20,29,1313.714989
5-17-19-16,32.849981,104.750111,S,Foliation,6,32,1313.858788
5-17-19-17,32.849728,104.758746,Fault,Fault,1,56,1487.836182
5-17-19-17,32.849734,104.758826,Fault,Fault,12,45,1491.921043
5-17-19-17,32.849648,104.758842,S,Bedding,70,28,1486.17726
5-17-19-17,32.849666,104.758902,S,Bedding,40,40,1484.495804
5-17-19-17,32.849609,104.758733,S,Bedding,61,35,1482.92556
5-17-19-18,32.83565,104.758251,S,Foliation,85,51,1517.611473
5-17-19-18,32.837218,104.758053,S,Foliation,58,44,1515.728783
5-17-19-18,32.837247,104.758012,S,Foliation,77,40,1517.719383
5-17-19-18,32.837263,104.758008,S,Foliation,96,69,1524.135155
5-17-19-18,32.837263,104.758008,S,Foliation,42,45,1524.135155
5-17-19-19,32.821278,104.755981,S,Foliation,93,51,1549.28933
5-17-19-19,32.821436,104.756039,S,Foliation,64,35,1550.310448
5-17-19-19,32.821444,104.75596,S,Foliation,82,45,1551.726219
5-17-19-19,32.828779,104.757527,S,Foliation,63,38,1536.73513
5-17-19-19,32.828774,104.757534,S,Foliation,60,45,1535.731102
5-17-19-20,32.811398,104.757289,S,Foliation,95,34,1676.866356
5-17-19-20,32.811725,104.75715,S,Foliation,101,26,1662.490841
5-17-19-21,32.809526,104.766567,S,Foliation,56,24,1949.3666
5-17-19-21,32.810036,104.766381,S,Foliation,85,28,1944.903709
5-17-19-21,32.810024,104.766401,S,Foliation,70,31,1944.026024
5-17-19-21,32.810018,104.766385,S,Bedding,95,36,1946.232811
5-17-19-21,32.809975,104.766472,S,Bedding,85,34,1950.887108
5-17-19-22,32.808084,104.773847,D,Bedding,93,27,1985.275056
5-17-19-22,32.808074,104.773951,D,Foliation,42,21,1980.794342
5-17-19-22,32.808093,104.773991,D,Bedding,99,40,1981.802391
5-17-19-22,32.808042,104.773976,D,Bedding,75,14,1979.040578
5-17-19-22,32.80807,104.773971,D,Bedding,56,21,1981.070934
5-17-19-22,32.808059,104.77398,D,Bedding,45,30,1980.041548
5-17-19-23,32.803834,104.778011,S,Foliation,91,35,1916.855485
5-17-19-23,32.803821,104.778,S,Foliation,88,33,1915.403273
5-17-19-23,32.803806,104.777953,S,Foliation,119,38,1916.692102
5-17-19-23,32.804118,104.777254,S,Foliation,54,24,1964.430528
5-17-19-23,32.804172,104.777263,S,Foliation,68,33,1966.123609
5-17-19-24,32.79752,104.811551,S,Foliation,48,39,1460.012987
5-17-19-24,32.797498,104.81147,S,Foliation,52,45,1461.617165
5-17-19-24,32.797498,104.811456,S,Foliation,50,45,1462.683532
5-17-19-24,32.797498,104.811456,S,Foliation,41,47,1461.614565
5-17-19-24,32.806819,104.800625,S,Foliation,77,73,1646.065331
5-17-19-24,32.80683,104.800658,S,Foliation,70,72,1642.706688
5-17-19-24,32.806833,104.800664,S,Foliation,68,71,1640.29702
5-17-19-24,32.806369,104.796152,S,Foliation,64,41,1686.892962
5-17-19-24,32.806361,104.796112,S,Foliation,58,41,1686.444203
5-18-19-1,32.783844,104.842635,S,Foliation,78,53,1042.835072
5-18-19-1,32.783889,104.842806,S,Foliation,70,54,1037.306751
5-18-19-1,32.791055,104.831874,S,Foliation,54,47,1078.957386
5-18-19-1,32.791063,104.831788,S,Foliation,57,44,1081.237049
5-18-19-1,32.791176,104.831802,S,Foliation,63,48,1081.675159
5-18-19-2,32.758774,104.88173,S,Foliation,64,70,947.742908
5-18-19-2,32.758774,104.88173,S,Foliation,28,61,947.742908
5-18-19-2,32.758791,104.881754,S,Foliation,25,67,945.523182
5-18-19-2,32.758786,104.881694,S,Foliation,46,62,940.964832
5-18-19-2,32.765461,104.875751,S,Foliation,73,68,961.747181
5-18-19-2,32.765479,104.875764,S,Foliation,88,70,963.004749
5-18-19-2,32.773262,104.861112,S,Foliation,46,55,994.54137
5-18-19-2,32.773237,104.861107,S,Foliation,51,54,995.693958
5-18-19-3,32.742554,104.942508,S,Foliation,87,77,846.492054
5-18-19-3,32.742573,104.942504,S,Foliation,99,76,846.98119
5-18-19-3,32.742573,104.942504,S,Foliation,85,79,846.98119
5-18-19-3,32.743642,104.929678,S,Foliation,86,69,874.74474
5-18-19-3,32.743642,104.929678,S,Foliation,75,64,874.74474
5-18-19-3,32.743642,104.929678,S,Foliation,69,65,874.74474
5-18-19-3,32.747982,104.913455,S,Foliation,81,65,881.140344
5-18-19-3,32.747965,104.913469,S,Foliation,69,63,880.844687
5-18-19-3,32.726694,104.896839,S,Foliation,28,53,969.757191
5-18-19-3,32.726752,104.896832,S,Foliation,29,53,974.455311
5-18-19-3,32.726956,104.896793,S,Foliation,19,63,980.736195
5-18-19-3,32.727192,104.896843,S,Foliation,19,60,974.972767
5-18-19-3,32.73079,104.905891,S,Foliation,62,63,942.476429
5-18-19-3,32.731053,104.905786,S,Foliation,60,63,975.805286
5-18-19-3,32.738147,104.905959,S,Foliation,43,62,904.463245
5-18-19-3,32.738136,104.905962,S,Foliation,46,65,900.480824
5-18-19-3,32.73809,104.906013,S,Foliation,27,63,894.840687
5-18-19-3,32.741273,104.906784,S,Foliation,82,70,891.244251
5-18-19-3,32.741312,104.906795,S,Foliation,72,66,888.409046
5-18-19-3,32.741298,104.906742,S,Foliation,85,75,889.70055
5-18-19-3,32.741278,104.906739,S,Foliation,50,58,889.862415
5-18-19-3,32.747943,104.896231,S,Foliation,25,66,928.919178
5-18-19-3,32.748165,104.896489,S,Foliation,29,66,927.186878
5-18-19-3,32.748167,104.896665,S,Foliation,12,70,928.018177
5-18-19-4,32.691263,104.901655,S,Foliation,62,51,1122.651844
5-18-19-4,32.691666,104.902023,S,Foliation,64,40,1167.307728
5-18-19-4,32.693865,104.899255,S,Foliation,79,63,1040.426624
5-18-19-4,32.693871,104.899238,S,Foliation,60,62,1037.806263
5-18-19-4,32.706009,104.894956,Fault,Fault,108,63,1037.185535
5-18-19-4,32.706016,104.89498,Fault,Fault,104,63,1037.304798
5-18-19-4,32.706767,104.894325,Fault,Fault,105,64,1164.35741
5-18-19-4,32.7067,104.893728,Fault,Fault,105,60,1175.165272
5-18-19-4,32.706065,104.895114,S,Foliation,56,60,1033.553577
5-18-19-4,32.706065,104.895114,S,Foliation,71,57,1033.553577
5-18-19-4,32.715069,104.89621,S,Foliation,60,61,986.352161
5-18-19-4,32.715138,104.896231,S,Foliation,36,61,988.320667
5-18-19-4,32.715115,104.896193,S,Foliation,36,59,990.464954
5-18-19-5,32.75983,105.023723,S,Foliation,82,63,767.88261
5-18-19-5,32.759815,105.023724,S,Foliation,87,65,770.177166
5-18-19-5,32.760393,105.005142,S,Foliation,99,68,833.977261
5-18-19-5,32.760393,105.005142,S,Foliation,94,62,833.977261
5-18-19-5,32.746724,104.975554,S,Foliation,95,79,818.629871
5-18-19-5,32.746707,104.97557,S,Foliation,79,84,816.193348
5-18-19-5,32.741432,104.969005,S,Foliation,103,81,824.148548
5-18-19-5,32.741434,104.969051,S,Foliation,99,80,819.681019
5-18-19-6,32.74704,105.03953,S,Foliation,81,80,772.318768
5-18-19-6,32.747427,105.039032,Fault,Fault,103,72,754.796176
5-18-19-6,32.747433,105.039028,Fault,Fault,111,73,755.165088
5-18-19-6,32.747572,105.038988,Fault,Fault,108,75,760.70573
5-18-19-6,32.747579,105.038978,Fault,Fault,106,80,764.82365
5-18-19-6,32.747511,105.038921,Fault,Fault,108,76,766.631402
5-18-19-6,32.747506,105.038912,Fault,Fault,117,77,765.242228
5-18-19-6,32.747522,105.038919,Fault,Fault,124,82,766.740483
5-18-19-6,32.747574,105.038921,Fault,Fault,121,75,766.29472
5-18-19-6,32.747572,105.038925,Fault,Fault,127,80,767.05241
5-18-19-6,32.747538,105.038896,Fault,Fault,124,77,763.769451
5-18-19-7,32.740203,105.069016,S,Foliation,80,80,724.196453
5-18-19-7,32.740217,105.068999,S,Foliation,80,82,724.258221
5-18-19-7,32.740242,105.069014,S,Foliation,85,82,728.51701
5-18-19-8,32.728619,105.079648,S,Foliation,92,88,790.50407
5-18-19-8,32.728539,105.080038,S,Foliation,289,89,788.041912
5-18-19-8,32.72851,105.080023,S,Foliation,289,87,790.8643
5-18-19-8,32.72848,105.080037,S,Foliation,100,89,785.091839
5-18-19-8,32.732511,105.080713,S,Foliation,122,61,747.887615
5-18-19-8,32.732566,105.080738,S,Foliation,121,69,752.91679
5-18-19-9,32.721906,105.076638,S,Foliation,99,89,782.762859
5-18-19-10,32.718356,105.077285,Fault,Fault,96,84,810.012981
5-18-19-10,32.718369,105.077286,Fault,Fault,89,87,808.350994
5-18-19-10,32.718247,105.077234,S,Foliation,261,87,806.925213
5-18-19-10,32.718136,105.077468,S,Foliation,263,87,811.710125
5-18-19-10,32.718142,105.077431,S,Foliation,265,85,810.364178
5-18-19-11,32.715767,105.077388,S,Foliation,83,87,806.12077
5-18-19-11,32.71585,105.077174,S,Foliation,92,86,814.865032
5-18-19-12,32.71243,105.076954,Pt,Foliation,274,86,838.249187
5-18-19-12,32.713039,105.077484,Pt,Foliation,96,88,842.136639
5-18-19-12,32.712814,105.077063,Pt,Foliation,99,79,834.113201
5-18-19-12,32.713056,105.077605,Fault,Fault,99,86,843.614178
5-18-19-12,32.713061,105.077619,Fault,Fault,94,86,843.133099
5-18-19-12,32.71304,105.077661,Fault,Fault,93,87,844.538738
5-18-19-12,32.713065,105.077668,Fault,Fault,93,84,842.49345
5-18-19-12,32.713028,105.077605,Fault,Fault,83,86,844.391033
5-18-19-12,32.713877,105.077497,S,Foliation,262,83,825.097942
